Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
37.52936,127.06536,1,0,0,0,1
37.52938,127.06539,1,0,0,0,0
37.52938,127.06542,1,0,0,0,0
37.52938,127.06544,1,0,0,0,0
37.52939,127.06539,1,0,0,0,0
37.52939,127.06542,2,0,0,0,0
37.5294,127.06532,0,0,0,0,1
37.5294,127.06534,0,1,0,0,2
37.5294,127.06535,3,0,0,0,4
37.5294,127.06538,0,1,0,0,0
37.5294,127.0654,1,0,0,0,0
37.5294,127.06541,1,0,0,0,0
37.52941,127.06535,2,0,0,0,1
37.52941,127.06536,0,1,0,0,0
37.52941,127.06537,0,1,0,0,0
37.52941,127.06539,1,0,0,0,0
37.52941,127.0654,2,0,0,0,0
37.52941,127.06541,4,0,0,0,0
37.52941,127.06544,1,0,0,0,0
37.52942,127.06539,1,0,0,0,0
37.52942,127.06541,1,0,0,0,0
37.52942,127.06542,4,0,0,0,0
37.52942,127.06544,1,0,0,0,0
37.52942,127.065441,0,0,0,0,1
37.52943,127.06533,1,0,0,0,1
37.52943,127.06535,1,0,0,0,0
37.52943,127.06536,1,0,0,0,0
37.52943,127.06537,1,0,0,0,0
37.52943,127.06538,0,0,0,0,1
37.52943,127.06541,1,1,0,0,0
37.52943,127.06543,1,0,0,0,0
37.52944,127.06533,0,0,0,0,1
37.52944,127.0654,1,0,0,0,0
37.52944,127.06543,1,0,0,0,0
37.52944,127.06544,2,0,0,0,0
37.52944444,126.9327778,1,0,0,0,0
37.52944444,126.9330556,2,0,0,0,0
37.52945,127.06533,0,0,0,0,1
37.52945,127.06537,1,0,0,0,0
37.52946,127.06534,0,0,0,0,1
37.52946,127.06536,0,0,0,0,1
37.5295,126.9097,0,1,0,0,0
37.5295576,126.9497904,1,0,0,0,0
37.5297,126.9115,0,1,0,0,0
37.52972222,126.9325,2,1,0,0,0
37.52972222,126.9327778,1,0,0,0,0
37.529727,126.928329,2,2,0,0,0
37.53,126.88,25,46,14,0,9
37.53,126.89,6,8,0,0,6
37.53,126.92,0,0,1,0,0
37.53,126.9311111,1,1,0,0,0
37.53,126.9319444,1,1,0,0,0
37.53,126.9322222,1,1,0,0,0
37.53004097,126.932297,0,0,0,0,1
37.53004108,126.9322969,1,0,0,0,0
37.53027778,126.9319444,1,1,0,0,0
37.53027778,126.932297,1,0,0,0,1
37.53041667,126.9315278,0,1,0,0,0
37.53055556,126.9305556,1,0,0,0,1
37.53055556,126.9308333,2,2,0,0,0
37.53055556,126.9311111,0,3,0,0,0
37.53083333,126.9294444,3,1,0,0,2
37.53083333,126.9302778,1,1,0,0,0
37.53083333,126.9305556,1,0,0,0,0
37.53083333,126.9308333,1,0,0,0,0
37.53083333,126.9330556,1,1,0,0,0
37.53097222,126.9294722,1,2,0,0,1
37.5310229,126.9306649,1,0,0,0,0
37.53111111,126.9294444,2,2,0,0,0
37.53111111,126.9295278,1,0,0,0,0
37.53111111,126.9295833,2,0,0,0,0
37.53111111,126.9296389,1,0,0,0,0
37.53111111,126.9297222,1,1,0,0,0
37.53111111,126.93,1,0,0,0,0
37.53111111,126.9302778,1,0,0,0,0
37.53111111,126.9330556,1,0,0,0,0
37.53113889,126.9291667,1,1,0,0,0
37.53125,126.9294444,1,0,0,0,0
37.53138889,126.9291667,1,2,0,0,1
37.53138889,126.9294444,1,1,0,0,0
37.53166667,126.9286111,0,1,0,0,0
37.53166667,126.9288889,2,1,0,0,1
37.53194444,126.9277778,2,1,0,0,0
37.53194444,126.9280556,1,0,0,0,1
37.53194444,126.9283333,1,1,0,0,0
37.53194444,126.9286111,1,1,0,0,0
37.5325,126.9263889,1,0,0,0,0
37.5348559,127.2261703,0,1,0,0,0
37.5357,126.9131,0,1,0,0,0
37.5385241,127.2233255,27,24,2,1,21
37.54,126.88,0,10,0,0,5
37.54,127.03,0,5,0,0,0
37.55,126.87,0,1,0,0,2
37.55,126.9,97,20,13,0,0
37.551871,126.899417,3,2,0,0,0
37.552,127.036,16,0,0,0,0
37.553,127.035,0,18,0,0,0
37.559798,126.889463,1,1,0,0,0
37.56,126.97,109,46,0,0,12
37.56,127.0,1,0,0,0,5
37.561301,126.886215,2,1,1,0,0
37.562706,126.899513,1,4,0,0,0
37.563056,126.894651,0,1,0,0,0
37.56896944,126.9983972,0,9,0,0,0
37.569096,126.981197,0,1,0,0,1
37.56959167,127.0012278,0,5,0,0,0
37.569644,127.008003,5,0,0,0,0
37.5696584,127.0061348,0,2,0,0,0
37.56966111,127.0022139,0,14,0,0,0
37.5697017,127.0070582,2,0,0,0,0
37.56971389,127.0069667,0,3,0,0,0
37.56980556,127.0080722,0,5,0,0,0
37.56981389,127.00805,0,7,0,0,0
37.56985556,127.0056444,6,6,0,0,0
37.57,126.832,20,5,10,10,10
37.57,127.02,0,7,0,0,2
37.57,127.029,34,0,5,0,0
37.57,127.03,11,6,0,0,0
37.57,127.031,16,0,0,0,0
37.57,127.032,17,22,0,0,0
37.57,127.033,6,0,0,0,0
37.57,127.08,2,1,1,0,0
37.57083333,126.8997222,0,1,0,0,0
37.57083333,126.9,0,1,0,0,0
37.571,127.033,1,0,0,0,0
37.571,127.034,4,0,0,0,7
37.571,127.035,7,0,0,0,0
37.571082,126.978516,1,0,0,0,0
37.571084,126.978515,1,0,0,0,0
37.571092,126.978523,0,1,0,0,0
37.571192,126.978535,0,1,0,0,0
37.571201,126.978524,0,1,0,0,0
37.571315,126.978532,0,0,0,0,1
37.571317,126.978534,0,0,0,0,1
37.571319,126.978531,0,0,0,0,1
37.57133,126.978513,0,0,0,0,1
37.571333,126.978511,0,0,0,0,1
37.57136,126.978526,0,0,0,0,1
37.571361,126.978523,0,0,0,0,1
37.571363,126.978525,0,0,0,0,1
37.57137,126.978501,0,1,0,0,0
37.57137,126.978509,0,0,0,0,1
37.571375,126.978506,0,1,0,0,0
37.57138889,126.9,1,0,0,0,0
37.57194444,126.9,1,0,0,0,0
37.57222222,126.9219444,0,0,0,0,1
37.572374,126.868147,5,22,4,6,8
37.57277778,126.9,1,0,0,0,0
37.57277778,126.9002778,1,0,0,0,0
37.57277778,126.9227778,0,1,0,0,0
37.573064,126.900271,0,10,2,0,1
37.573166,126.886968,0,5,1,0,0
37.57361111,126.9238889,1,0,0,0,0
37.57388889,126.9002778,0,1,0,0,0
37.57416667,126.9005556,1,0,0,0,0
37.57444444,126.9255556,1,0,0,0,0
37.57472222,126.915,0,1,0,0,0
37.575,126.9255556,1,1,0,0,0
37.57527778,126.9013889,1,1,0,0,1
37.57583333,126.9019444,1,0,0,0,0
37.57583333,126.9021667,1,0,0,0,0
37.57611111,126.9022222,1,0,0,0,0
37.57666667,126.9025,1,1,0,0,0
37.57666667,126.9027778,1,1,0,0,0
37.57680556,126.9029167,1,0,0,0,0
37.57688889,126.9027778,1,0,0,0,0
37.57694444,126.9027778,0,1,0,0,0
37.5775,126.9036111,1,2,0,0,0
37.57805556,126.9041667,1,0,0,0,0
37.578244,126.888988,6,10,3,1,1
37.57861111,126.905,1,0,0,0,0
37.57861111,126.9050833,1,0,0,0,0
37.57861111,126.9051944,1,1,0,0,1
37.579064,126.890081,3,2,0,0,1
37.58,127.0,10,13,0,0,7
37.58,127.01,64,63,23,0,19
37.58,127.02,23,17,9,2,2
37.58,127.04,4,0,0,0,0
37.58009,126.8320101,0,0,4,0,0
37.5803333,126.832923,0,5,0,0,0
37.58083333,126.9069444,0,1,0,0,0
37.5815,126.8326971,0,0,5,0,0
37.583,126.831999,0,0,0,7,0
37.58333333,126.9097222,0,0,0,0,1
37.58444444,126.9111111,0,1,0,0,0
37.586,126.818,5,20,5,10,5
37.586001,126.83001,0,0,0,0,6
37.58645,127.0081028,0,2,0,0,0
37.5867,126.8255,0,0,0,0,5
37.586811,126.82625,0,0,0,5,0
37.58691001,126.826111,0,5,0,0,0
37.5870001,126.826,0,0,0,0,5
37.5878,126.82,5,0,0,0,0
37.587921,127.00727,1,0,0,0,0
37.587922,127.00726,1,0,0,0,0
37.587922,127.00727,1,0,0,0,0
37.58799,127.008539,1,0,0,0,0
37.587991,127.008537,1,0,0,0,0
37.587992,127.008536,1,0,0,0,0
37.588,127.007,11,0,0,0,0
37.588,127.009,15,6,0,0,0
37.5882,127.0192805,1,0,0,0,0
37.5882,127.0194,1,0,0,0,0
37.588275,127.008947,0,1,0,0,0
37.588276,127.008945,0,1,0,0,0
37.588277,127.008949,0,1,0,0,0
37.588278,127.008948,0,1,0,0,0
37.5883,127.0194,1,0,0,0,0
37.588675,127.009564,1,0,0,0,0
37.588676,127.00956,1,0,0,0,0
37.588677,127.009561,1,0,0,0,0
37.588679,127.009563,1,0,0,0,0
37.58869444,127.0183028,0,2,2,0,0
37.58883333,127.0187222,0,2,0,0,0
37.588865,127.018541,0,1,0,0,0
37.588866,127.018543,0,1,0,0,0
37.588868,127.01854,0,1,0,0,0
37.588869,127.018539,0,1,0,0,0
37.589,127.01,8,0,0,8,0
37.589,127.018,45,15,5,5,5
37.589,127.02,25,23,0,0,11
37.5891,127.0176,0,6,0,0,0
37.58913886,127.0101389,0,1,0,0,0
37.589145,127.010225,0,1,0,0,0
37.589147,127.010223,0,2,0,0,0
37.589148,127.010222,0,1,0,0,0
37.589149,127.010224,0,1,0,0,0
37.58916667,127.0181389,0,0,0,0,4
37.5892,127.0181,1,0,0,0,0
37.58921389,127.0183333,0,3,0,0,0
37.58922222,127.0180361,1,0,0,0,0
37.58925,127.0182583,0,4,0,0,0
37.589251,127.01043,0,1,0,0,0
37.589252,127.0104,0,1,0,0,0
37.589254,127.01042,0,1,0,0,0
37.58925556,127.0182639,0,2,0,0,0
37.58926139,127.0103389,0,1,0,0,0
37.58926664,127.0103389,0,1,0,0,0
37.58928608,127.0103,0,1,0,0,0
37.5893,127.0178,5,0,0,0,0
37.5893,127.0181,1,0,0,0,0
37.5893,127.0183,1,0,0,0,0
37.58932,127.010503,1,0,0,0,0
37.589323,127.010506,1,0,0,0,0
37.589324,127.010502,1,0,0,0,0
37.589327,127.010505,1,0,0,0,0
37.58936,127.0178,1,0,0,0,0
37.58936,127.01781,0,0,0,1,0
37.5894,127.01785,1,0,0,0,0
37.5894,127.01786,2,0,0,0,0
37.5894,127.01788,1,0,0,0,0
37.5894,127.0179,1,0,0,0,1
37.58941,127.0179,0,0,0,0,1
37.58941639,127.0178667,1,0,0,0,0
37.58942,127.01788,1,0,0,0,0
37.58942,127.0179,0,0,0,0,1
37.58943,127.01782,1,1,0,0,0
37.58943,127.01784,0,0,0,0,1
37.58943,127.01791,1,0,0,0,1
37.58945,127.01784,0,2,0,0,0
37.58945833,127.017975,0,1,0,0,0
37.58946,127.01785,1,0,0,0,0
37.58946,127.01791,0,0,0,0,1
37.58946111,127.0179833,0,2,0,0,4
37.58947,127.01783,0,1,0,0,0
37.58947,127.01788,0,0,0,0,1
37.58948,127.01805,1,0,0,0,0
37.5895,127.0176,3,4,0,0,0
37.58952,127.01788,2,0,0,0,0
37.58952,127.01792,0,0,1,0,0
37.58955,127.01794,1,0,0,0,0
37.58957,127.01775,0,0,0,0,1
37.58961,127.01779,0,0,0,0,1
37.5897,127.0174,27,24,4,3,3
37.5897,127.01778,0,0,0,1,0
37.58981,127.01708,1,0,0,0,0
37.58984,127.01721,0,0,0,0,1
37.58984,127.01723,0,0,0,0,1
37.58986,127.01723,0,0,0,0,1
37.58987,127.01723,0,0,0,1,0
37.589871,127.017231,0,0,0,1,0
37.589872,127.017232,0,0,0,1,0
37.589872,127.017233,0,0,0,1,0
37.589873,127.017232,0,0,0,1,0
37.58988,127.01718,0,0,0,0,1
37.58988,127.01723,1,0,0,0,0
37.58988,127.01732,1,0,0,0,0
37.58991,127.01718,1,1,0,0,0
37.58991,127.01725,1,1,0,0,1
37.589911,127.011204,0,0,0,0,1
37.589911,127.011206,0,0,0,0,1
37.589912,127.011207,0,0,0,0,1
37.589913,127.011208,0,0,0,0,1
37.589935,127.017146,0,0,0,0,1
37.589937,127.017149,0,0,0,0,1
37.589938,127.017148,0,0,0,0,1
37.589939,127.017146,0,0,0,0,1
37.58995,127.01714,1,0,0,0,0
37.58995,127.0172,1,0,0,0,0
37.58995,127.01723,0,0,0,0,1
37.58995553,127.0171444,0,0,0,0,1
37.58996,127.01717,0,1,0,0,0
37.58996,127.01719,1,0,0,0,0
37.58996108,127.0171889,0,0,0,0,1
37.58998,127.01718,0,2,0,0,0
37.58998611,127.0171361,1,0,0,0,0
37.589992,127.01717,0,1,0,0,0
37.589994,127.011275,1,0,0,0,0
37.589995,127.011274,1,0,0,0,0
37.589996,127.01127,1,0,0,0,0
37.589996,127.011273,1,0,0,0,0
37.589996,127.011274,1,0,0,0,0
37.589997,127.011273,1,0,0,0,0
37.589998,127.011271,2,0,0,0,0
37.59,126.75,30,13,7,12,11
37.59,127.0,6,1,1,0,2
37.59,127.01,85,99,9,11,18
37.59,127.011,14,31,0,0,0
37.59,127.012,0,0,0,8,1
37.59,127.016,7,3,0,0,0
37.59,127.0171278,1,0,0,0,0
37.59,127.01722,0,0,0,0,1
37.59,127.02,106,111,15,0,33
37.59,127.1,10,2,0,0,2
37.59,127.102778,10,14,1,0,9
37.59,127.1028,0,1,0,0,0
37.59000833,127.0171278,1,0,0,0,0
37.59002219,127.0171889,0,0,0,0,1
37.59003,127.01725,0,0,0,0,1
37.59007775,127.0180553,1,0,0,0,0
37.5901,127.0168,5,5,0,0,0
37.5901,127.01698,1,0,0,0,0
37.5901,127.01699,1,0,0,0,0
37.5901,127.017,0,1,0,0,0
37.5901,127.01708,0,0,0,0,1
37.59010833,127.0172111,0,0,0,0,1
37.590139,127.01693,0,0,0,0,1
37.590185,127.01677,0,1,0,0,0
37.590189,127.01676,0,1,0,0,0
37.59019,127.016878,0,1,0,0,0
37.5902,127.0167,10,3,0,0,0
37.5902,127.017,0,1,0,0,0
37.59026,127.016753,0,1,0,0,0
37.590262,127.016755,0,1,0,0,0
37.59028,127.01705,0,1,0,0,0
37.5903,127.0168,0,1,0,0,0
37.59038,127.01699,1,0,0,0,0
37.5904,127.0165,0,5,0,0,0
37.5904,127.0167,0,3,0,0,0
37.5904,127.0168,1,0,0,0,0
37.590412,127.016685,26,7,0,0,6
37.590443,127.011714,1,0,0,0,0
37.590444,127.011716,1,0,0,0,0
37.590445,127.011719,1,0,0,0,0
37.59044997,127.0165639,1,0,0,0,0
37.59044997,127.0165778,1,0,0,0,0
37.59049722,127.0165722,1,0,0,0,0
37.59049972,127.0165639,1,0,0,0,0
37.5905,127.0163,0,1,0,0,0
37.5905,127.0166,0,1,0,0,0
37.5905,127.0167,0,1,0,0,0
37.59051389,127.0165639,1,0,0,0,0
37.5906,127.0161,0,0,0,0,6
37.590619,127.016214,1,0,0,0,0
37.59062,127.016214,1,0,0,0,0
37.590621,127.016215,1,0,0,0,0
37.5907,127.0165,0,1,0,0,0
37.5908,127.0157,4,0,0,0,0
37.590836,127.012384,0,0,0,0,1
37.590837,127.012385,0,0,0,0,1
37.590839,127.012387,0,0,0,0,1
37.590937,127.012427,0,0,0,1,0
37.590938,127.012425,0,0,0,1,0
37.590938,127.012427,0,0,0,2,0
37.590939,127.012428,0,0,0,1,0
37.591,127.013,17,0,0,0,9
37.591,127.014,25,0,0,0,3
37.591,127.015,10,0,0,0,4
37.591,127.0152,0,4,0,0,0
37.591,127.0154,6,0,0,0,0
37.591041,127.012789,1,0,0,0,0
37.591042,127.012787,1,0,0,0,0
37.591042,127.012789,1,0,0,0,0
37.591043,127.012788,1,0,0,0,0
37.591045,127.012786,1,0,0,0,0
37.5911,127.0149,0,5,0,0,0
37.591301,127.013311,0,0,0,0,1
37.591302,127.013313,0,0,0,0,2
37.591304,127.013312,0,0,0,0,1
37.59133,127.01414,0,0,0,2,0
37.591331,127.01415,0,0,0,1,0
37.5998,127.0097,0,0,0,0,6
37.5999,126.802,0,6,0,0,0
37.6,127.01,2,3,1,0,4
37.601,126.8011,0,5,0,0,0
37.6083,127.0122,12,5,4,3,9
37.6106,127.0082,2,0,0,0,3
37.6107,127.0081,0,13,0,0,0
37.611,127.008,0,7,0,0,0
37.6112,127.0079,0,7,0,0,0
37.6114,127.0079,0,5,0,0,0
37.62,127.08,61,10,12,4,10
37.62,127.09,36,9,5,4,8
37.62,127.1,21,0,0,0,0
37.630744,126.71113,1,1,0,0,0
37.63118,126.92875,0,0,0,1,0
37.63124,126.92884,1,0,0,0,0
37.6313,126.92871,0,0,0,1,0
37.63132,126.92871,0,1,0,0,0
37.63136,126.92863,1,0,0,0,0
37.63136,126.92871,1,0,0,0,0
37.63136,126.92875,0,1,0,0,0
37.63137,126.92882,1,1,0,0,0
37.63137,126.92885,1,0,0,0,0
37.63138,126.92883,0,1,0,0,0
37.63138,126.92886,0,1,0,0,0
37.63139,126.92883,1,0,0,0,1
37.6314,126.92879,0,0,1,0,0
37.6314,126.9288,0,0,1,0,0
37.6314,126.92881,0,0,1,0,0
37.6314,126.92883,0,0,0,0,2
37.63141,126.92863,1,0,0,0,0
37.63141,126.92882,0,0,0,0,2
37.63141,126.92883,0,0,0,0,1
37.63142,126.92861,1,0,0,0,0
37.63142,126.92862,1,0,0,0,0
37.63144,126.92865,1,0,0,0,0
37.63144,126.92869,0,1,0,0,0
37.63145,126.92864,0,0,0,1,0
37.63145,126.9288,1,0,0,0,0
37.63147,126.92863,0,0,0,1,0
37.63148,126.9286,2,0,0,0,0
37.63148,126.92861,0,0,0,1,0
37.63148,126.92863,0,0,0,1,0
37.63149,126.9286,1,0,0,0,0
37.63149,126.92862,0,0,0,1,0
37.63149,126.92864,2,0,0,0,0
37.6315,126.92858,1,0,0,0,0
37.6315,126.92863,0,0,0,1,0
37.63151,126.92859,1,0,0,0,0
37.63151,126.9286,0,0,0,1,0
37.63151,126.92863,0,0,0,1,0
37.63152,126.92855,1,0,0,0,1
37.63153,126.92849,1,0,0,0,1
37.63153,126.92866,1,0,0,0,3
37.63154,126.92865,1,0,0,0,0
37.63154,126.92866,1,0,0,0,0
37.63154,126.9287,2,0,0,0,0
37.63154,126.92872,1,0,0,0,0
37.63154,126.92882,2,0,0,0,0
37.63155,126.92843,1,0,0,0,0
37.63155,126.92872,1,0,0,0,1
37.63156,126.92845,1,0,0,0,0
37.63157,126.92881,1,0,0,0,0
37.63161,126.92835,1,0,0,0,0
37.63164,126.92836,1,0,0,0,0
37.63217,126.92422,1,0,0,0,0
37.63226,126.92431,1,0,0,0,0
37.6323,126.92436,2,0,0,0,0
37.63232,126.92412,0,2,0,0,0
37.63233,126.92463,1,0,0,0,0
37.63241,126.92426,0,1,0,0,0
37.63245,126.92703,1,0,0,0,0
37.63246,126.92691,1,0,0,0,0
37.63248,126.92686,1,0,0,0,0
37.63249,126.92429,1,0,0,0,0
37.63255,126.92706,1,0,0,0,0
37.6326,126.92693,1,0,0,0,0
37.63261,126.92422,0,0,1,0,0
37.63262,126.92421,0,0,1,0,0
37.63263,126.92426,0,0,1,0,0
37.63264,126.9244,0,0,1,0,0
37.63265,126.92443,0,0,1,0,0
37.63266,126.92437,0,0,1,0,0
37.63268,126.92435,1,0,0,0,0
37.63272,126.92431,1,0,0,0,0
37.63292,126.92492,1,0,0,0,0
37.63292,126.92493,1,0,0,0,0
37.63334,126.92268,1,0,0,0,0
37.63335,126.92269,1,0,0,0,0
37.63336,126.92289,0,1,0,0,0
37.6334,126.92287,0,0,0,0,1
37.63341,126.92277,1,0,0,0,0
37.63341,126.92278,1,0,0,0,0
37.63341,126.9228,0,0,0,0,2
37.63342,126.92261,0,1,0,0,0
37.63343,126.92278,1,0,0,0,0
37.63343,126.9229,0,0,0,0,1
37.63344,126.9228,0,0,0,0,1
37.63347,126.92278,0,0,0,0,1
37.63349,126.92277,1,0,0,0,0
37.6335,126.92271,1,0,0,0,0
37.63352,126.92268,0,0,0,0,1
37.63353,126.92273,1,0,0,0,0
37.63354,126.9227,0,0,0,0,1
37.63354,126.92288,0,1,0,0,0
37.63354,126.9229,0,1,0,0,0
37.6336,126.92278,0,0,0,0,1
37.63479,126.92032,1,0,0,0,0
37.63504,126.91989,1,0,0,0,0
37.635739,126.531532,12,11,7,5,10
37.6385,126.5423,8,6,4,0,2
37.65,127.01,45,49,3,0,3
37.6638,126.623,11,7,3,0,5
37.67659,126.81639,1,1,0,0,2
37.67659,126.8164,2,0,0,0,2
37.67659,126.81641,1,0,0,0,0
37.6766,126.81638,2,0,0,0,3
37.6766,126.81639,1,0,0,0,2
37.6766,126.8164,0,1,0,0,0
37.6766,126.81641,0,0,0,0,1
37.6766,126.81642,1,1,0,0,0
37.67661,126.81636,0,1,0,0,0
37.67661,126.81638,0,0,0,0,1
37.67661,126.81639,2,0,0,0,1
37.67661,126.8164,2,0,0,0,2
37.67661,126.81641,2,0,0,0,0
37.67661,126.81642,1,0,0,0,1
37.67661,126.81643,1,0,0,0,2
37.67662,126.81639,0,0,0,0,2
37.67662,126.81641,2,0,0,0,2
37.67662,126.81642,3,0,0,0,0
37.67663,126.8164,1,1,0,0,0
37.67663,126.81642,0,0,0,0,1
37.67665,126.81639,0,0,0,0,1
37.68,126.8,68,68,0,27,16
37.708921,126.607534,13,4,1,0,1
37.82,127.02,1,0,0,0,0
38.65,127.09,0,0,5,0,0
